"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMU39000006054160001","Statewide","Management, Scientific, and Technical Consulting Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006054180001","Statewide","Advertising, Public Relations, and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006056100001","Statewide","Administrative and Support Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006056130001","Statewide","Employment Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006056140001","Statewide","Business Support Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006056170001","Statewide","Services to Buildings and Dwellings","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006561130001","Statewide","Colleges, Universities, and Professional Schools","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000007071300001","Statewide","Amusement, Gambling, and Recreation Industries","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000008081100001","Statewide","Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000008081200001","Statewide","Personal and Laundry Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000008081300001","Statewide","Religious, Grantmaking, Civic, Professional, and Similar Organizations","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009091912001","Statewide","U.S. Postal Service","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000009093262201","Statewide","Local Government Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMS31000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000002000000001","Statewide","Construction","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMS31000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","Nebraska"
"SMU31000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000002023700001","Statewide","Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000002023820001","Statewide","Building Equipment Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003133200001","Statewide","Fabricated Metal Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003133300001","Statewide","Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003133400001","Statewide","Computer and Electronic Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003133600001","Statewide","Transportation Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003133900001","Statewide","Miscellaneous durable goods manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003231100001","Statewide","Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003231160001","Statewide","Animal Slaughtering and Processing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003232300001","Statewide","Printing and Related Support Activities","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000003232600001","Statewide","Plastics and Rubber Products Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004142300001","Statewide","Merchant Wholesalers, Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004142400001","Statewide","Merchant Wholesalers, Nondurable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004244110001","Statewide","Automobile Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004244400001","Statewide","Building Material and Garden Equipment and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
"SMU31000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","Nebraska"
